ID_REF,GSM759848,GSM759849,GSM759850,GSM759851,GSM759852
1767669_s_at,895.9031,894.6529,859.6357,856.6691,979.4443
1767670_s_at,574.1783,406.114,409.407,557.1887,320.872
1767671_s_at,294.3414,363.4176,238.7373,439.1577,119.0791
1767672_s_at,918.8579,724.5465,518.9358,771.6083,291.693
1767673_at,24.70741,21.21608,26.64673,8.862046,28.86949
1767674_s_at,989.321,1115.095,1003.549,1058.461,1179.06
1767675_s_at,3.555524,6.454305,4.312139,9.621007,38.39108
1767676_s_at,1157.358,1292.13,1233.627,1166.138,1420.514
1767677_s_at,583.7491,435.3806,232.5771,412.6753,175.441
1767678_at,0.4473764,0.306437,9.882892,0.5363641,8.925186
1767679_s_at,2105.47,1969.637,2678.761,2109.561,1643.982
1767680_at,480.8529,485.8698,412.3074,364.4272,258.9995
1767681_s_at,1.388589,2.497205,1.0469,3.644053,1.014397
1767682_s_at,1112.342,943.9242,1056.463,1093.937,712.275
1767683_at,383.919,375.4216,148.8442,343.9394,178.0301
1767684_s_at,869.0087,705.265,471.0885,790.1729,647.7565
1767685_at,3.544851,5.179458,2.848314,1.902197,17.82067
1767686_at,699.7928,768.4424,509.6226,696.997,306.876
1767687_s_at,535.6677,549.9668,257.0503,539.7914,178.8643
1767688_s_at,5.913612,4.907712,11.32905,5.945672,4.225825
1767689_s_at,2.307045,1.458518,3.379598,1.158082,2.310709
1767690_s_at,2845.54,3171.876,4959.737,3158.271,4574.505
1767691_s_at,26.48101,40.20734,26.92725,19.09772,44.28181
1767692_s_at,444.4446,416.1214,307.6637,426.4662,152.165
1767693_s_at,573.9753,561.6667,382.5848,640.2219,265.4704
1767694_s_at,1786.437,1790.742,2879.838,1818.308,2563.671
1767695_s_at,1004.161,963.8884,641.6187,873.2078,354.9286
1767696_at,24.4367,24.6771,1.936909,12.39933,25.85211
1767697_s_at,11.78915,25.02059,16.94034,15.54285,16.2942
1767698_at,1.471778,0.1054363,5.253283,0.6491161,1.006663
1767699_at,20.62821,2.541066,28.92631,12.95517,13.6463
1767700_at,628.6738,580.4321,416.0093,432.3187,105.2351
1767701_s_at,2599.887,2630.482,3355.46,2712.012,2026.73
1767702_s_at,0.2266153,0.5169949,0.8668212,2.69755,0.2814671
1767703_s_at,969.1611,905.3096,981.4049,888.8087,832.856
1767704_at,1.523571,0.9951012,11.45308,3.884322,2.079378
1767705_s_at,2007.245,2493.05,2220.08,1792.609,2665.159
1767706_at,2769.638,2712.474,2501.428,1190.401,808.9273
1767707_at,0.2799547,0.2128569,0.846073,0.2251218,0.3571367
1767708_at,3.178493,3.098326,5.551086,4.325101,5.22122
1767709_s_at,621.1971,728.7634,356.5026,694.9254,208.8765
1767710_s_at,324.0143,280.3526,219.261,178.0689,326.8484
1767711_s_at,925.1355,816.8622,646.7712,695.8061,1119.138
1767712_s_at,404.6938,391.6446,304.4352,453.2897,377.2294
1767713_s_at,1.237999,7.018825,15.36318,0.701465,4.913353
1767714_s_at,8.068118,7.493033,8.996667,3.98343,22.11975
1767715_s_at,1069.237,1048.772,1082.716,1161.673,2236.634
1767716_s_at,1142.07,1168.875,1206.272,1252.745,809.991
1767717_s_at,641.7935,566.3315,352.777,571.0239,296.0466
1767718_s_at,778.6747,643.2288,377.2357,714.8677,250.4336
1767719_s_at,2788.51,2751.263,6042.51,3042.468,4717.996
1767720_s_at,1076.866,851.2057,1002.693,1113.522,1102.897
1767721_at,480.0421,518.124,448.8858,727.4974,207.5018
1767722_s_at,57.17895,92.65553,26.12683,43.06098,13.09602
1767723_s_at,1193.55,1060.256,878.4913,1194.464,822.9456
1767724_s_at,1194.412,822.7296,663.0674,1344.346,593.1097
1767725_at,789.62,721.3312,635.0298,845.95,371.1025
1767726_at,33.94319,19.25913,38.48137,17.03214,54.33621
1767727_s_at,501.7861,435.3069,325.4401,564.463,239.9266
1767728_s_at,31.03467,10.12106,15.96875,25.27822,26.74522
1767729_at,29.47589,20.24874,6.848046,17.77618,2.626055
1767731_s_at,2535.141,2556.11,4111.124,2381.775,4486.546
1767732_s_at,1.297228,1.019362,1.930646,3.074391,0.9178025
1767733_at,954.2574,1066.707,660.7515,854.7543,2022.019
1767734_s_at,3743.775,4124.316,7493.133,4155.446,4947.093
1767735_s_at,8.77098,9.584128,14.35601,10.72491,15.0075
1767736_s_at,13.72256,7.141175,6.966436,7.129201,15.91138
1767737_s_at,1635.33,1421.988,1771.536,1463.606,2047.347
1767738_s_at,517.5905,471.1454,398.6068,281.2005,392.3242
1767739_at,2032.953,2342.492,2647.771,2192.769,4438.61
1767740_at,2.220344,0.291174,6.863944,2.63488,8.09604
1767741_at,1366.503,2223.008,1718.46,1156.216,7856.456
1767742_s_at,965.5616,817.1032,425.3152,767.2357,283.0493
1767743_s_at,5.006796,3.683914,13.69538,3.506818,25.95663
1767744_at,4.46462,3.930202,4.582317,9.030803,8.339736
1767745_s_at,584.2598,721.9986,615.1464,952.7473,235.5871
1767746_at,1.929952,2.02497,2.683917,1.391381,1.763671
1767747_s_at,69.44411,55.93973,68.20911,49.62516,49.8731
1767748_s_at,0.3606122,3.271805,2.392136,5.156332,1.941936
1767749_s_at,2060.816,2223.253,3168.033,2075.897,3906.114
1767750_s_at,3.587445,2.50548,5.339294,11.64857,6.666266
1767751_s_at,713.0823,637.2605,454.2201,672.5568,583.2494
1767752_s_at,2.13339,3.206696,3.852005,3.391744,24.02084
1767753_at,4.875011,3.346919,8.799602,0.49377,8.101584
1767754_at,1.787862,10.17979,1.730883,5.114761,3.937765
1767755_s_at,636.1,623.5299,443.2419,563.3596,670.5526
1767756_s_at,2010.275,2094.802,2403.482,2156.441,2940.792
1767757_s_at,3.729838,3.593484,23.16333,2.231655,7.992761
1767758_s_at,753.9247,594.9435,659.0524,876.5052,554.7621
1767759_at,1.555423,2.046674,10.71432,0.2487354,1.466915
1767760_s_at,487.8876,560.6874,256.6777,436.5516,156.2695
1767761_s_at,13.10464,20.83772,17.11982,13.34649,5.310358
1767762_s_at,520.2191,632.7147,289.6245,524.7841,179.2871
1767763_at,43.70204,48.47672,49.31715,40.86496,29.48486
1767764_s_at,55.04961,60.64436,44.5633,42.47167,2.901456
1767765_s_at,757.9918,804.8612,665.772,682.604,1357.674
1767766_s_at,3243.902,3361.198,5727.578,3547.544,6482.431
1767767_s_at,660.5511,698.9669,613.8907,774.6578,735.6422
1767768_s_at,582.8222,597.0335,364.0137,574.0391,333.5079
1767769_s_at,11.25942,10.68504,12.74944,1.435208,6.533773
1767770_at,0.3985628,0.294118,1.21541,0.3485301,0.8451627
1767771_s_at,461.482,600.2408,361.7576,517.3138,186.2052
1767772_s_at,930.6823,715.9106,470.672,938.4999,442.9878
1767773_s_at,754.3474,653.7638,317.6567,623.2631,167.4488
1767774_at,1.998242,1.164245,3.687761,0.6121698,5.640645
1767775_s_at,1447.439,1413.717,1582.366,1451.087,2013.824
1767776_s_at,1039.582,1032.165,779.5222,956.019,991.1286
1767777_s_at,28.06132,18.93347,30.61252,20.99999,18.05513
1767778_s_at,2.466124,1.847092,2.291985,2.522155,3.028056
1767779_s_at,0.8813053,4.841657,9.047973,9.054088,5.859799
1767780_s_at,364.305,328.5523,144.8682,281.2414,107.9299
1767781_s_at,496.4225,482.2798,340.2491,485.3115,189.0948
1767782_s_at,1001.16,802.3337,545.8539,961.9601,634.8837
1767783_s_at,3554.917,3641.248,8558.142,3944.797,6320.328
1767784_at,790.9506,695.7626,439.6375,853.2007,288.655
1767785_s_at,703.1333,659.7571,587.6905,933.2043,317.5478
1767786_s_at,491.9676,597.8771,1849.624,633.6902,1177.307
1767787_s_at,0.7760046,2.785009,1.055728,0.8169347,5.026141
1767788_s_at,905.7337,819.2,590.8453,936.6771,327.3328
1767789_at,1.538477,2.079764,1.003519,2.5574,15.23934
1767790_at,12.23705,27.33415,17.95491,19.71429,42.47898
1767791_s_at,1315.072,1409.807,1611.046,1290.105,2948.886
1767792_s_at,462.9577,474.3849,385.1716,525.2734,355.0912
1767793_s_at,1110.007,812.011,392.0936,978.5263,261.2458
1767794_s_at,1200.761,1158.723,989.0227,1259.324,859.6447
1767795_s_at,362.1501,606.9592,329.5607,355.555,407.1316
1767796_s_at,777.4197,701.5071,589.8973,815.2841,173.8267
1767797_at,5.433241,5.029211,14.87745,14.06703,16.97446
1767798_s_at,0.3988191,0.7452029,1.707014,0.822058,0.9423625
1767799_s_at,0.3023803,0.1330374,7.839461,0.3890904,1.571243
1767800_s_at,851.9086,832.4608,597.0798,843.6553,620.3667
1767801_s_at,1204.974,1458.267,2116.069,1481.363,3637.103
1767802_s_at,641.6489,521.1433,527.6429,605.227,457.1561
1767803_at,1.093612,1.060864,2.292562,2.7032,1.758029
1767804_at,4.703857,1.709731,1.208012,7.402611,2.89811
1767805_s_at,1770.453,2064.829,2653.485,2054.305,2576.358
1767806_at,1.792841,1.179851,1.916648,1.178459,14.87004
1767807_s_at,2650.708,2591.978,3864.176,2071.652,6881.705
1767808_s_at,589.7711,607.2673,497.6772,778.8492,296.3326
1767809_s_at,10.07091,12.76927,2.115574,6.599173,5.904036
1767810_at,1.444389,2.276479,2.896639,10.56171,1.265284
1767811_s_at,696.1153,622.7263,399.3409,663.6332,303.9357
1767812_s_at,3788.494,4032.865,7848.961,3976.305,2408.547
1767813_at,5.825994,2.49415,16.64218,1.008507,2.233076
1767814_at,1.007088,1.584792,0.5953891,1.057269,0.7799498
1767815_s_at,1.197631,0.7141797,9.227145,3.040216,2.482792
1767816_s_at,2128.452,2060.355,3187.708,2425.22,2762.025
1767817_s_at,645.5122,692.7749,434.9561,569.4286,475.1507
1767818_s_at,615.1705,597.7025,381.7032,614.3573,161.6989
1767819_s_at,2513.352,2567.069,3216.127,2101.301,4568.685
1767820_s_at,158.4009,159.3727,215.9269,153.5616,215.162
1767821_s_at,4937.993,5727.065,15128.14,6942.32,16442.93
1767822_at,11.05472,12.02153,25.33265,5.531234,1.492116
1767823_at,27.98969,26.67138,19.20361,18.76345,14.14586
1767824_at,0.3552672,3.803079,11.44979,6.234175,8.512954
1767825_s_at,2873.696,2897.698,5302.565,1881.255,6267.503
1767826_at,2.137287,6.13386,3.864951,1.036335,7.095128
1767827_s_at,6.647579,2.928506,0.3878347,1.932736,0.4182165
1767828_s_at,883.4752,951.4033,650.2156,1061.061,343.4771
1767829_s_at,933.3203,929.8665,611.293,877.6457,1179.736
1767830_at,9.048663,5.714678,12.10533,5.793304,2.956926
1767831_s_at,565.7315,539.9706,282.5701,624.758,223.7315
1767832_at,666.6631,721.7433,476.2432,697.5068,310.6171
1767833_s_at,632.2947,579.5812,324.02,619.5264,248.6556
1767834_s_at,7.965497,11.15891,1.63719,3.632911,5.39679
1767835_s_at,32.85284,40.95215,9.951498,18.26943,48.0133
1767836_s_at,672.8497,549.3597,369.1489,712.256,305.3751
1767837_s_at,501.3759,460.809,379.7346,615.7872,247.0613
1767838_s_at,1475.368,1292.424,1340.993,1423.514,828.1539
1767839_at,3.449261,8.370856,8.506987,15.31772,9.015847
1767840_at,365.638,340.9023,264.273,383.4422,227.4147
1767841_s_at,663.7925,594.2466,450.3165,620.7238,238.5084
1767842_s_at,0.2326282,0.209988,0.7118036,0.3817101,0.6778546
1767843_s_at,1.888414,1.452752,4.447739,0.6320115,6.764462
1767844_at,0.293506,0.6359423,4.705067,0.1973569,7.145118
1767845_at,99.29389,73.06466,91.09132,41.51155,111.6919
1767846_s_at,7.774039,3.17262,4.366007,2.590004,10.68861
1767847_s_at,682.8553,735.897,514.936,611.3307,299.5048
1767848_s_at,805.6781,725.0093,329.3018,664.7216,221.4931
1767849_at,862.9392,713.9182,922.8088,794.9726,644.5159
1767850_s_at,7.950451,17.14585,14.8616,19.27985,33.6609
1767851_at,4.365369,4.34089,3.094754,10.54919,2.696622
1767852_s_at,1651.997,1415.698,1646.94,1397.918,1563.859
1767853_at,56.44976,78.51316,55.13474,37.93561,79.6755
1767854_s_at,986.1713,1013.564,778.7214,816.6516,862.6087
1767855_s_at,699.7128,650.6144,357.3283,684.5647,222.2047
1767856_s_at,583.7263,445.9703,292.3686,591.7863,283.3698
1767857_s_at,348.889,411.1767,300.2826,439.2501,108.6652
1767858_at,0.3036377,1.061714,8.73308,4.065447,4.812397
1767859_s_at,109.6738,108.711,104.3253,96.52381,114.4828
1767860_at,1.184327,1.771153,1.423936,1.770945,13.36418
1767861_at,3818.219,3545.133,7017.879,4739.218,6673.167
1767862_s_at,67.25434,65.15687,40.6803,51.19002,34.77902
1767864_s_at,643.1304,390.0737,250.8452,514.8282,198.2803
1767865_s_at,623.449,515.9042,288.4898,561.5559,265.8673
1767866_s_at,894.5651,834.1375,340.0224,915.0035,275.6659
1767867_s_at,10.73343,9.172537,6.855272,13.68348,27.63615
1767868_s_at,816.6294,779.0986,399.5862,842.2344,344.8638
1767869_s_at,738.1882,670.3124,396.2938,705.7512,289.472
1767870_s_at,273.8811,312.19,145.9165,172.1224,71.84357
1767871_at,0.2506158,0.4226654,0.2454517,0.2426582,0.3704332
1767872_s_at,943.748,935.2085,856.567,949.5797,1329.836
1767873_s_at,1304.11,1192.875,1758.501,1283.113,2518.863
1767874_s_at,2139.404,2459.177,4038.036,1792.767,5329.328
1767875_s_at,5.686668,9.399027,21.8378,10.02104,18.59995
1767877_s_at,786.8314,877.838,723.8262,948.2573,963.6732
1767878_s_at,6.651927,2.430802,6.423221,2.849708,9.69575
1767879_at,350.2332,419.9895,326.5266,432.9155,362.3523
1767880_s_at,515.7551,469.6351,324.4612,488.5273,190.0068
1767881_at,6.081319,7.254099,17.42285,7.336823,16.08269
1767882_s_at,1073.566,1329.654,1113.125,1028.658,1689.528
1767883_s_at,3591.965,4344.321,8277.988,3924.855,10597.65
1767884_s_at,631.9337,568.4318,325.8098,621.2899,184.9872
1767885_at,1.87197,1.174237,3.914482,1.555116,3.412451
1767886_s_at,1.080507,0.7814499,1.994714,10.6727,13.46782
1767887_s_at,650.764,677.3796,475.5426,637.6669,683.8037
1767888_s_at,881.4615,619.2866,568.0743,932.5347,428.5969
1767889_s_at,1.879491,1.155784,1.543081,5.988549,0.5275192
1767890_at,5.400879,3.793097,4.171546,0.6698737,4.159842
1767891_s_at,1022.911,1047.076,1163.563,1086.263,718.4375
1767892_at,146.0083,176.0984,124.9606,92.83207,77.38244
1767893_s_at,558.0944,518.9236,370.7968,623.8195,146.8134
1767894_s_at,9.27063,1.204246,15.30935,14.24881,6.62723
1767895_s_at,0.221424,3.077944,14.98993,0.4029699,3.541007
1767896_at,47.04502,48.59652,46.4667,32.03865,43.19379
1767897_s_at,0.4406633,4.793271,16.567,7.678839,6.03613
1767898_s_at,834.4357,851.5703,664.1676,758.9128,621.5489
1767899_at,10.58558,7.553679,26.54024,8.256208,14.4963
1767900_at,0.4944202,0.6603592,32.92268,0.4773065,10.20561
1767901_at,0.9025561,0.1710085,7.377018,0.6133822,8.747489
1767902_s_at,127.1907,213.9151,149.1885,186.2268,206.7551
1767903_at,2.300173,7.768798,9.084235,7.660908,7.431217
1767904_s_at,881.158,1202.235,1214.505,1107.545,977.1298
1767905_s_at,2.11919,5.934941,20.68199,11.98869,19.99137
1767906_s_at,3.54043,16.2484,13.73399,19.9523,16.98314
1767907_s_at,660.14,612.3043,387.7041,649.9278,377.1202
1767908_s_at,968.8575,1069.276,919.2137,836.8911,1139.913
1767909_at,15.30542,33.62663,30.81365,25.38989,21.77581
1767910_s_at,7.450535,3.129706,21.62238,8.153506,4.539793
1767911_s_at,2993.591,3423.394,7282.044,3974.319,6320.671
1767912_s_at,705.3604,560.1258,468.114,721.8438,267.5548
1767913_s_at,1.482628,1.264125,1.67135,0.956875,5.743528
1767914_s_at,1133.117,1056.681,704.6407,919.9957,508.9491
1767915_s_at,1.423618,1.510198,1.486267,10.44611,2.993642
1767916_s_at,672.8373,570.8262,472.9798,671.6229,211.7891
1767917_s_at,1449.457,1436.088,1229.888,1344.797,950.0697
1767918_s_at,871.4518,826.4411,1127.979,1026.712,1182.328
1767919_at,0.8635288,1.201912,2.821832,1.084899,3.932911
1767920_s_at,1269.842,1046.817,786.5228,1453.547,859.489
1767921_s_at,954.0651,935.8412,754.9244,828.3529,1271.765
1767922_s_at,575.9658,564.9637,450.8467,583.5755,357.8557
1767923_s_at,1140.933,1148.567,1147.121,1206.386,944.5515
1767924_s_at,0.08453611,0.2169297,3.159116,0.2623498,2.374265
1767925_s_at,776.4634,637.897,626.5967,861.8384,400.6782
1767926_at,2.745776,0.3165881,1.797902,1.660495,0.6013749
1767927_at,11.25519,9.127995,27.4365,1.324792,16.05492
1767928_s_at,943.6863,1164.536,954.6756,1072.338,791.0204
1767929_at,15.48044,7.672786,4.207402,8.153629,19.82428
1767930_at,37.79161,41.30533,39.17369,43.75071,28.47652
1767931_s_at,229.5405,279.1664,124.8089,236.1119,153.3097
1767932_s_at,340.3492,379.1261,387.881,630.0405,149.8577
1767933_s_at,36.77974,33.84879,36.16527,34.31733,21.35018
1767934_at,568.5425,776.3148,492.6613,765.2507,428.4477
1767935_at,427.2495,720.2859,339.2895,617.0207,203.0683
1767936_at,4.841418,6.089936,5.631235,4.084377,9.634591
1767937_s_at,4.308073,2.287912,2.915202,1.784259,2.048624
1767938_at,380.4651,493.0065,292.3962,518.8347,185.8521
1767939_s_at,0.7535331,1.217558,1.901349,0.786665,26.48026
1767940_s_at,422.8576,575.8906,337.1854,582.0468,324.7211
1767941_at,643.1398,839.2736,511.2625,628.5699,447.7516
1767942_at,18.86511,26.66989,11.3393,26.27162,38.16212
1767944_at,50.14977,19.20895,31.65487,26.28659,21.9375
1767945_at,3.932172,2.936682,1.715488,1.304738,3.326727
1767946_s_at,866.5989,787.771,703.7651,826.5217,611.3466
1767947_at,56.09707,57.79574,54.88117,35.31705,48.62061
1767948_s_at,849.7505,622.0967,445.6746,905.9648,334.9817
1767949_at,21.57266,14.21274,5.284702,1.305084,4.459968
1767950_s_at,1163.828,1267.755,1101.845,1035.488,2561.051
1767951_s_at,881.2261,984.4618,1140.834,850.5069,2831.571
1767952_at,0.7492117,0.7194835,9.8234,2.177515,3.954248
1767953_at,4.208291,4.672752,16.79478,1.795979,2.557996
1767954_s_at,812.7482,603.2233,597.1852,897.9973,262.8596
1767955_s_at,556.9088,650.9909,450.5643,664.1225,320.6786
1767956_at,12.79482,17.44967,8.256065,7.390957,23.19315
1767957_s_at,615.8943,654.7291,376.9244,676.3365,232.552
1767958_s_at,612.3135,570.8787,502.5016,817.1116,310.9721
1767959_s_at,9.691759,21.30759,28.21867,40.25191,22.93707
1767960_s_at,326.4027,396.614,108.335,293.0101,55.99685
1767961_s_at,3831.829,4030.408,9731.52,4890.423,10152.25
1767962_s_at,2.997021,1.798934,1.67575,2.818505,2.400058
1767963_s_at,7.665124,1.717749,11.41718,7.48199,11.6385
1767964_s_at,0.2267737,0.2565096,11.50483,0.2035918,1.778058
1767965_at,13.47176,6.147548,11.66788,4.989149,16.00264
1767966_at,28.37129,16.12461,13.84795,22.4027,25.70793
1767967_s_at,982.1449,881.8563,934.6241,906.5999,1764.743
1767968_s_at,682.5403,692.6787,293.7791,529.8915,300.3786
1767969_at,1.39024,1.949468,0.747662,4.932096,1.234173
1767970_s_at,708.1992,702.2259,466.9955,682.5855,89.57107
1767971_s_at,740.399,614.4793,332.3731,661.9017,316.087
1767972_s_at,2585.969,2817.879,6500.188,2547.244,4546.324
1767973_s_at,6.789894,2.141231,7.546127,2.222854,25.44077
1767974_s_at,0.5198459,0.6260359,1.41312,0.8563267,0.698516
1767975_at,12.2324,26.16258,13.24,10.36049,12.93698
1767976_s_at,16.54421,3.978003,12.69182,13.26436,30.17606
1767977_s_at,1399.189,1791.916,1538.693,1377.075,1603.37
1767978_s_at,4.393737,1.012721,9.494355,8.230296,18.73269
1767979_at,579.2483,452.5914,210.677,471.3097,303.6594
1767980_s_at,572.2954,538.8026,412.1537,410.1699,443.6469
1767981_s_at,4974.802,5392.241,23186.63,9956.632,21981.91
1767982_at,13.74531,15.13206,12.34789,8.475723,4.490571
1767983_s_at,1191.125,1240.036,1228.819,1435.943,1010.622
1767984_s_at,9.645714,9.678954,7.211011,16.93978,4.005508
1767985_at,723.2586,644.1483,472.1497,768.7297,230.492
1767986_s_at,894.1832,939.333,798.6658,856.95,957.038
1767987_x_at,2.922299,2.131544,3.598464,9.06297,0.8967978
1767988_s_at,2574.401,2804.03,4020.866,3075.86,4534.619
1767989_s_at,776.7972,740.2823,510.4041,914.7321,319.4235
1767990_s_at,20.78376,8.976475,2.021413,8.107897,26.1082
1767991_at,10.24512,14.09778,19.41724,17.63891,25.96717
1767992_s_at,913.814,762.8564,439.9803,862.8046,417.9752
1767993_at,3.787234,3.503455,2.512858,2.99327,1.426671
1767994_s_at,642.1075,549.0271,400.939,640.7342,349.0305
1767995_s_at,2.838061,14.16009,5.382074,11.80075,55.09124
1767996_s_at,1118.097,1055.008,1069.889,953.376,1667.766
1767997_s_at,2267.262,2476.79,2774.189,2124.713,4102.788
1767998_at,2.580087,2.238713,20.51355,6.611585,4.929853
1767999_s_at,407.762,622.5279,585.6022,804.3908,418.4208
1768000_s_at,985.8792,986.0412,874.9231,715.8655,792.8091
1768001_at,0.7830126,0.4259212,1.001305,6.75635,1.143754
1768002_s_at,1682.292,1712.884,2285.787,1280.947,3911.827
1768003_s_at,918.1336,861.9315,729.3457,884.2296,541.2272
1768004_s_at,782.9437,776.7029,251.7426,701.4611,166.2882
1768005_s_at,327.9063,432.5903,211.5823,366.6572,138.4347
1768006_at,0.3764748,1.827528,2.467702,0.5470632,8.871611
1768007_s_at,664.213,678.7875,477.4767,723.868,341.6963
1768008_at,975.5095,1131.211,651.6644,864.062,791.5769
1768009_at,2.747078,5.70535,18.8235,10.52224,0.9550483
1768010_s_at,601.4843,555.8674,360.4827,647.0095,237.6072
1768011_s_at,9.422503,10.25908,17.07801,11.70478,5.984581
1768012_s_at,1589.528,1681.691,2644.913,1606.531,2476.723
1768013_at,585.304,616.5874,422.472,503.6364,789.52
1768014_s_at,885.7623,783.9248,357.5493,822.756,301.1277
1768015_s_at,1749.9,1948.725,3590.502,2180.686,3349.708
1768016_s_at,4.353734,3.306742,10.07767,7.715793,1.132607
1768017_s_at,642.0769,764.5682,673.795,707.7901,715.7247
1768018_s_at,1191.32,1391.499,9555.993,1903.626,3631.321
1768019_x_at,21.30359,29.659,38.67671,19.34612,33.2625
1768020_s_at,5.970232,2.141728,40.24009,6.373656,8.059636
1768021_x_at,859.6745,1032.879,551.6899,933.6782,822.9989
1768022_s_at,819.8948,985.8945,517.4769,851.7919,1383.417
1768023_s_at,1.88743,2.457084,2.058711,1.098765,6.840135
1768024_at,82.20423,122.5064,88.98567,91.68109,161.88
1768025_s_at,1570.244,1950.176,2019.356,1540.481,6229.457
1768026_at,2.762809,1.755359,3.75843,1.590426,3.914911
1768027_s_at,8.49388,13.09346,9.068878,10.09274,27.32398
1768028_s_at,474.1118,501.8442,345.5391,350.2234,775.3092
1768029_s_at,971.5569,961.0471,873.0944,955.2976,976.6138
1768030_s_at,837.0272,805.3157,795.2631,997.6133,448.6484
1768031_s_at,897.0599,694.5104,353.2825,1004.801,215.0334
1768032_at,636.4571,617.1938,333.6334,560.6642,285.4136
1768033_s_at,3688.187,4222.862,9901.138,5603.522,8360.033
1768034_at,7.83555,6.189003,0.3291985,9.663327,2.714656
1768035_at,24.66976,12.08634,18.17891,36.68542,16.43301
1768036_at,5.734054,12.1261,22.59537,1.924699,23.93441
1768037_s_at,2346.772,2680.006,4729.091,2499.704,3711.261
1768038_s_at,698.1877,713.9074,463.265,695.5891,811.6317
1768039_at,335.2485,323.517,122.04,360.579,121.9517
1768040_s_at,425.3387,502.6002,213.665,438.5932,164.9137
1768041_s_at,2.952875,1.876416,3.972313,0.7079482,0.3407564
1768042_at,2.295127,8.453603,1.141405,4.496705,25.39
1768043_s_at,869.4897,1024.89,754.2615,1014.945,1851.944
1768044_at,2.098105,3.684326,3.235757,1.343588,11.77582
1768045_s_at,2092.662,2154.387,3656.5,2081.476,4556.223
1768046_s_at,28.34745,32.75221,47.73986,26.91676,4.522942
1768047_s_at,2790.54,2845.992,3720.337,2952.948,3857.494
1768048_at,36.46508,44.80826,42.03687,35.76602,32.82629
1768049_s_at,2490.42,2618.143,3864.779,2331.316,4961.914
1768050_s_at,930.6023,989.6797,1118.268,801.7652,993.2451
1768051_s_at,959.0154,1043.345,980.6462,761.8578,2231.77
1768052_s_at,3.292838,6.595198,2.976267,2.568615,21.16225
1768053_s_at,7.41923,15.12437,11.94351,14.00374,8.343093
1768054_s_at,1.387967,1.241128,1.22453,12.46902,1.016996
1768055_s_at,481.2899,561.7332,382.4847,508.2937,247.0222
1768056_s_at,382.6646,543.2031,355.4911,503.5951,346.5656
1768057_s_at,273.4587,390.9346,299.3354,402.5449,347.1403
1768058_s_at,452.1836,468.6034,266.2902,464.1964,214.2004
1768059_s_at,1.693161,6.465091,4.444957,7.482612,9.532111
1768060_s_at,926.1181,956.7159,914.3105,940.5568,654.2056
1768061_s_at,3.589343,0.5776767,10.47019,0.5382577,8.059617
1768062_s_at,1281.879,906.5714,1082.817,1228.47,1207.464
1768063_s_at,774.9835,556.1813,482.0909,861.0486,290.4968
1768064_s_at,675.5872,789.2455,514.2761,733.8217,621.4975
1768065_s_at,650.0095,655.6902,408.4439,637.5199,1002.726
1768066_s_at,27.6211,17.23419,33.48722,21.45155,26.71214
1768067_at,432.8869,650.4743,325.9274,590.2138,257.9731
1768068_s_at,18.35373,9.005502,1.414162,2.313002,35.92886
1768069_at,825.3173,724.8152,652.373,742.4737,1074.883
1768070_s_at,16.03863,4.800152,17.49352,14.47194,3.180404
1768071_at,3.214653,9.941361,9.93724,14.32828,2.694568
1768072_at,799.5682,648.652,693.8723,792.7036,330.3054
1768073_at,3182.024,4102.334,6687.511,3831.249,7301.604
1768074_s_at,1650.723,1585.915,2298.495,1749.562,2358.195
1768075_s_at,5.681793,3.4136,17.55669,7.963184,6.875988
1768076_s_at,3645.514,3833.386,4720.102,5213.96,3476.197
1768077_at,17.80171,27.12353,36.12841,18.55854,28.00048
1768078_at,114.4785,121.431,55.94282,111.6077,74.74265
1768079_at,1307.945,1269.775,2907.236,1918.653,2532.758
1768080_s_at,446.9575,593.5815,237.1909,468.3695,145.994
1768081_s_at,883.3433,909.3196,585.3878,920.5438,397.8915
1768082_s_at,1049.612,1314.839,1218.646,845.0652,1592.543
1768083_at,8.333176,8.708633,3.462292,10.47602,16.17101
1768084_s_at,636.1686,626.7933,328.2974,560.1379,197.2061
1768085_s_at,12.95295,16.07391,3.15836,19.02671,19.52816
1768086_at,0.7851682,1.042745,5.17848,0.6132222,1.940191
1768087_s_at,433.0595,443.3118,238.2583,500.6198,202.9543
1768088_at,1.004792,5.25095,3.183175,8.076312,7.481373
1768089_at,5.73194,1.343728,2.803721,3.829859,2.887948
1768090_at,2.022253,9.824728,2.007225,2.172523,2.306322
1768091_s_at,0.8793116,5.014016,2.132351,4.007247,13.77627
1768092_s_at,986.8469,659.3956,616.2017,893.0939,474.2134
1768093_s_at,3.462144,13.17142,22.38503,16.62471,30.41345
1768094_s_at,22.25954,11.58679,17.63342,5.997484,28.24254
1768095_at,336.0597,442.0602,266.8843,356.2825,279.7781
1768096_at,0.4226457,0.136184,0.6957275,6.505322,0.9728745
1768097_s_at,532.6572,673.8795,206.9288,467.1114,344.4319
1768098_s_at,943.4517,692.0311,467.8232,926.2601,258.6369
1768099_s_at,526.9692,607.6926,380.6049,663.4634,292.5412
1768100_at,13.18314,12.64794,19.09349,1.196313,10.01658
1768101_s_at,12.73828,8.918311,22.82219,3.267381,11.02848
1768102_s_at,6.037917,7.793004,2.923362,6.905052,13.34704
