ID	Gene Symbol
1764025_s_at	c3339
1764026_at	yicC
1764027_at	c0964
1764028_s_at	ECs2601 /// flhC /// flhC
1764029_at	rfaQ
1764030_s_at	c1581
1764031_s_at	ECs3960 /// ygjI /// ygjI /// ygjI
1764032_s_at	c1763
1764033_s_at	fliS /// fliS
1764034_s_at	ECs3104 /// ompC
1764035_at	yebB
1764036_s_at	ECs0375 /// Z0416
1764037_s_at	ECs3748 /// yqeB /// yqeB /// Z4214
1764039_at	c1811
1764040_at	yheT
1764041_s_at	ECs1958 /// ECs2193 /// Z2102 /// Z2382
1764042_s_at	ECs1939 /// ydaF
1764043_at	c1453
1764044_s_at	ECs2016 /// Z2312
1764045_at	glxR
1764046_s_at	ansP /// ansP /// ECs2057
1764047_s_at	ECs1523 /// Z1344
1764048_s_at	RecD
1764049_at	alkA
1764050_s_at	araJ /// araJ
1764051_s_at	ECs2895 /// gatC
1764052_at	c3618
1764053_at	Z0345
1764054_s_at	ECs2335 /// ydgK /// ydgK /// Z2632
1764056_s_at	ECs1557 /// Z1818
1764057_at	malQ
1764059_at	c2643
1764060_at	c3751
1764061_s_at	murE /// murE
1764062_s_at	ECs2001 /// hslJ
1764063_at	sgaE
1764064_at	dsdA
1764065_s_at	c3010
1764066_s_at	ECs5012 /// yjbH /// yjbH /// yjbH
1764067_x_at	ECs1532 /// ECs1784 /// ECs1964 /// ECs2186 /// ECs2259 /// Z3104 /// Z6051
1764068_x_at	ECs2940 /// Z3306
1764069_at	yjbI
1764070_s_at	fliE /// fliE
1764071_s_at	eamB /// yfiK
1764072_at	c3386
1764073_s_at	ECs4112 /// yhcO /// yhcO
1764074_s_at	ECs2083 /// maeA /// sfcA
1764075_s_at	c1462 /// ECs1985 /// Z3315
1764076_s_at	ECs0209 /// yafS /// yafS
1764077_s_at	ECs4395 /// gadW /// yhiW
1764079_s_at	ECs1164 /// Z1429
1764080_s_at	ECs3536 /// nrdH
1764081_s_at	ECs2773 /// intU
1764082_s_at	dcuC /// dcuC
1764083_s_at	ECs4923 /// hupA /// hupA
1764084_at	mdtB
1764085_at	yfgC
1764086_s_at	ECs4079 /// lptA /// yhbN
1764087_at	c2988
1764088_at	c1585
1764090_s_at	allR /// ECs0567 /// ybbU
1764092_at	c5385
1764093_s_at	c3478
1764094_at	c5378
1764095_at	c4738
1764096_s_at	c5136 /// yjdO /// Z5731
1764097_at	yjjJ
1764098_s_at	ECs4035 /// yhbP /// yhbP
1764099_at	Z5903
1764100_s_at	deoC /// deoC /// ECs5340
1764101_s_at	purH /// purH
1764102_s_at	ECs1433 /// yceA /// yceA
1764103_s_at	ECs3404 /// hcaA1 /// hcaE
1764105_s_at	ECs4519 /// yicC /// yicC
1764108_s_at	c3672
1764109_s_at	bglX /// ECs3019
1764111_s_at	ECs0864 /// ybhL /// ybhL
1764112_s_at	ECs3177 /// yfbT /// yfbT
1764113_s_at	recF /// recF
1764114_at	glcB
1764115_at	c2512
1764116_s_at	ECs1836 /// trpE
1764117_at	c3302
1764118_s_at	c3840 /// ECs3964 /// ygjM /// ygjM
1764119_at	c0948
1764120_s_at	div /// ECs3205 /// flk
1764122_s_at	Z1687
1764123_s_at	ECs0048 /// yaaU /// yaaU /// yaaU
1764124_s_at	ECs2515 /// yeaY /// yeaY /// Z2849
1764127_s_at	acpS
1764129_at	c0362
1764131_s_at	ECs2044 /// ydcS /// ydcS /// Z2279
1764132_s_at	c3369
1764133_s_at	ECs2017 /// Z2311
1764134_s_at	c4007
1764137_s_at	ECs2704
1764138_at	ECs4949
1764139_s_at	ECs3711 /// Z4175
1764140_s_at	can /// ECs0130 /// yadF
1764141_s_at	ECs4122 /// mreC
1764142_at	yadK
1764143_s_at	ECs0596 /// sfmF /// sfmF
1764144_s_at	c4808 /// ECs5562
1764145_at	c1485
1764146_s_at	ECs2711 /// yodA /// yodA /// Z3065
1764147_at	c1886
1764148_at	aroC
1764149_s_at	ECs0552 /// qmcA /// ybbK /// ybbK
1764150_s_at	ECs2099 /// pqqL /// pqqL /// pqqL
1764151_at	gcl
1764152_s_at	aroA /// aroA /// ECs0991
1764153_s_at	c0703
1764154_s_at	c3466
1764155_s_at	hlyE
1764156_s_at	ECs2522 /// nudL /// yeaB
1764157_at	wcaK
1764158_at	pldA
1764159_s_at	ECs3704 /// yqeI /// yqeI
1764160_s_at	mdtD /// yegB
1764161_s_at	ECs5539
1764162_s_at	ECs0192 /// yaeQ /// yaeQ /// Z0202
1764163_s_at	ECs1166
1764164_s_at	csgE /// csgE /// ECs1416
1764165_at	c4831
1764166_at	c4584
1764167_s_at	ECs1720 /// kdsA /// kdsA
1764168_at	yfcP
1764169_s_at	ECs4336 /// Z4861
1764172_s_at	amiA /// ECs3306
1764173_s_at	ECs1143 /// gfcA /// ymcD
1764174_s_at	aldH /// ECs1877 /// puuC
1764175_s_at	ECs3397 /// iscR /// yfhP /// Z3798
1764176_s_at	ECs0719 /// pgm
1764177_s_at	ECs4836 /// yiiM /// yiiM
1764178_s_at	accC /// accC /// ECs4128
1764179_s_at	c3379
1764180_s_at	ECs0499 /// ybaE /// ybaE
1764181_x_at	dicF1 /// Z1327
1764182_at	yfcN
1764183_s_at	ECs5352 /// yjjX /// yjjX
1764184_at	c2770
1764185_s_at	c3173 /// ECs1630 /// ECs2179 /// Z1883
1764186_s_at	ECs3967 /// ygjP /// ygjP
1764187_s_at	malQ /// malQ
1764188_s_at	ECs0639 /// ybdL /// ybdL
1764189_at	yfeA
1764190_s_at	ECs0584 /// purK /// purK
1764191_s_at	c1519 /// ECs1609 /// Z1866
1764192_at	ECs0849
1764193_at	c4548
1764194_s_at	c2480
1764195_s_at	ECs4712 /// gpp /// gppA
1764196_s_at	ECs3138 /// yfaZ /// Z3508
1764198_s_at	c3957 /// ECs4076 /// kdsD /// yrbH
1764199_s_at	ECs5391 /// ybgT
1764200_s_at	ECs0960 /// ybjE /// ybjE /// ybjE
1764202_s_at	ECs1915 /// fnr /// fnr
1764203_s_at	ECs3580 /// hycB
1764204_s_at	zntR /// zntR
1764205_s_at	ECs0904 /// moeB
1764206_s_at	ECs3372 /// yfgJ
1764207_s_at	eutD /// eutD
1764208_at	ECs1218
1764209_s_at	ECs3329 /// nudK /// yffH
1764210_s_at	agaI
1764211_s_at	ECs3262 /// ypdC /// ypdC /// Z3647
1764212_s_at	ECs0942 /// Z1089
1764213_at	c4017
1764215_s_at	c4431
1764216_x_at	c4552
1764217_s_at	c1074
1764219_s_at	ECs2439 /// ydjC
1764221_at	usg
1764222_at	c4486
1764224_at	c5029
1764225_at	ygiZ
1764226_s_at	ECs4489 /// yibN /// yibN
1764227_at	yaeF
1764228_at	yqiK
1764229_s_at	ECs3524 /// gabP
1764230_s_at	ECs1735 /// ychJ /// ychJ
1764232_at	yjiE
1764233_at	ECs1391
1764234_s_at	brnQ /// brnQ /// brnQ /// ECs0451
1764236_s_at	c1505
1764237_s_at	ECs0800 /// ybhC /// ybhC
1764238_at	ECs1199
1764239_s_at	ispH /// ispH
1764240_s_at	ECs3326 /// talA
1764241_s_at	fliD /// fliD
1764242_s_at	ECs1835 /// trpD
1764243_s_at	modA /// modA
1764245_s_at	c2770 /// ECs3111 /// yfaS /// Z3481
1764246_at	yfdL
1764247_s_at	ais /// ais /// ais /// ECs3140
1764248_s_at	eaeH /// ECs0336
1764249_at	ygcG
1764251_s_at	ampD /// ECs0114
1764253_s_at	ECs2488 /// gapA /// gapA
1764254_s_at	aroF /// aroF /// ECs3464
1764255_s_at	ECs1599 /// Z1855
1764256_at	c0396
1764257_s_at	ECs2480 /// ydjG /// ydjG /// Z2809
1764258_s_at	ECs3044 /// yeiB /// yeiB /// Z3408
1764259_s_at	ECs5024 /// plsB /// plsB
1764260_s_at	ECs1431 /// yceE
1764262_s_at	lolA /// lolA
1764264_s_at	ECs3729 /// Z4193
1764265_s_at	yadD /// yadD
1764268_at	rygD
1764269_s_at	ECs1654 /// Z1923
1764270_s_at	ECs0289 /// Z0324
1764271_s_at	ECs4394 /// mdtF /// yhiV
1764272_s_at	ECs0108 /// guaC /// guaC
1764273_at	c5039
1764274_s_at	ECs1422 /// ymdA /// ymdA /// Z1678
1764275_s_at	ECs1547 /// ECs1798 /// ECs1978 /// ECs2245 /// Z1368 /// Z1809 /// Z1905 /// Z3325 /// Z6039
1764276_s_at	c2749
1764278_s_at	ECs4244 /// yhgE
1764279_s_at	ECs5219 /// mgtA /// mgtA
1764280_s_at	ECs4252 /// feoC /// yhgG
1764281_s_at	nusB /// nusB
1764283_s_at	c4585 /// ECs5540 /// Z5148
1764285_s_at	c3429 /// ECs3691 /// tas /// Z4152
1764286_at	c1222
1764287_s_at	ECs2073 /// yddJ /// Z2242
1764288_s_at	ECs4350 /// Z4875
1764289_s_at	ECs2620 /// Z2969
1764290_s_at	ECs2107 /// ydeQ /// ydeQ /// Z2206
1764291_s_at	c1166 /// ECs1300 /// Z1121 /// Z1560
1764292_s_at	ECs1441 /// yceB /// yceB
1764293_s_at	ECs3980 /// yqjD /// yqjD
1764294_s_at	ECs0964 /// macA /// macA /// Z1115
1764295_s_at	cspD /// cspD /// ECs0966
1764297_s_at	cchA /// cchA /// ECs3319 /// eutM
1764298_s_at	ECs2043 /// ydcR /// Z2280
1764299_s_at	yneK /// Z2175
1764300_at	c3841
1764302_s_at	ECs1074 /// Z1338
1764303_s_at	ECs4078 /// yrbK /// yrbK
1764304_at	Z4090
1764305_s_at	c2931 /// ECs3271 /// mntH /// Z3658
1764306_s_at	rnpA /// rnpA
1764307_at	c2610
1764308_at	c2413
1764309_s_at	ECs2494 /// yeaI /// yeaI
1764310_at	gutQ
1764311_s_at	ECs4911 /// rpoC /// rpoC
1764312_at	ECs4978
1764314_s_at	ECs4358 /// yhhJ /// yhhJ /// yhhJ
1764315_s_at	ECs2479 /// ydjF /// ydjF /// Z2808
1764316_s_at	ECs4288 /// yhhW /// yhhW
1764317_at	yjgX
1764318_at	purL
1764319_s_at	btuR /// btuR /// ECs1842
1764320_s_at	gltA
1764321_s_at	ECs0874 /// ybiH /// ybiH
1764322_at	avtA
1764323_s_at	ECs1728 /// narK /// narK /// narK
1764324_s_at	c3587 /// c5183
1764325_s_at	sufC /// sufC
1764326_at	yadN
1764327_s_at	ECs1764 /// Z2042
1764328_s_at	ECs2615 /// tyrP /// tyrP
1764329_s_at	ECs5138 /// yjeP /// yjeP
1764330_s_at	ECs2774 /// mtfA /// yeeI /// Z3132
1764331_s_at	ECs3059 /// fruA /// fruA
1764332_s_at	ECs0141 /// yadL
1764333_at	yaiP
1764334_at	c4759
1764335_s_at	ECs0481 /// yajR /// yajR /// yajR
1764336_s_at	selB
1764337_s_at	c0222
1764339_s_at	ECs0647 /// ybdR /// ybdR
1764340_at	yajB
1764341_s_at	ECs0825 /// Z0964
1764342_s_at	ECs5348 /// nadR /// nadR
1764343_s_at	ECs5093 /// proP
1764344_s_at	ECs0569 /// gip /// hyi
1764345_x_at	c0272
1764346_at	ECs4566
1764347_at	ybbQ
1764348_at	metG
1764349_s_at	ECs5038 /// yjbQ /// yjbQ
1764350_at	c0022
1764351_s_at	ECs2761 /// Z3122
1764352_at	ubiF
1764353_s_at	c4570 /// ECs2801
1764354_at	c0808
1764355_at	yfjK
1764356_at	gspK
1764357_s_at	argO /// yggA
1764359_s_at	ECs4857 /// menA
1764360_s_at	c0510
1764361_s_at	ECs1383 /// Z1201 /// Z1641
1764362_s_at	ECs3336 /// ypfI /// ypfI
1764363_s_at	ECs2578 /// yecE /// yecE
1764364_s_at	c1458
1764365_s_at	ECs3648 /// gudX /// ygcY /// ygcY
1764366_at	ybbC
1764367_at	c3557
1764369_s_at	ECs0840 /// ECs1646 /// Z0978
1764370_s_at	ECs3445 /// yfiD /// yfiD
1764371_s_at	bfr
1764374_s_at	ECs4154 /// rsmB /// sun
1764375_at	c4754
1764376_x_at	ECs1100 /// Z2122
1764377_at	yfcR
1764378_s_at	ECs0762 /// Z0893
1764379_at	c2922
1764380_s_at	bglG /// bglG
1764381_s_at	atpF /// atpF /// ECs4678
1764382_s_at	c1172
1764383_at	yidE
1764384_at	c1268
1764385_at	ECs4959
1764386_at	yeaE
1764387_s_at	ECs4633 /// yidB
1764388_s_at	c3200 /// yfdP
1764390_s_at	c4090
1764391_s_at	c1563 /// ECs1215 /// ECs1623 /// rzpD /// Z1473 /// Z1877
1764392_at	c3190
1764393_s_at	ECs2473 /// Z2800
1764395_s_at	ECs3067 /// spr /// spr
1764396_s_at	ECs4744 /// Z5331
1764397_s_at	ECs2705 /// hchA /// yedU
1764398_s_at	c1515
1764399_s_at	ECs0006 /// yaaA /// yaaA
1764400_at	Z4183
1764401_at	c2566
1764402_s_at	ECs4881 /// pflC
1764403_s_at	thiE /// thiE
1764404_s_at	cyoD /// ECs0483
1764405_s_at	ECs0713 /// ybfN /// ybfN /// ybfN
1764407_at	evgS
1764408_at	poxB
1764409_s_at	ECs5204 /// ppa
1764410_s_at	ECs2038 /// ydcO /// ydcO /// Z2286
1764411_s_at	ECs3070 /// yejB /// yejB /// yejB
1764412_s_at	ECs1953 /// Z2389
1764413_s_at	ECs2566 /// yebA /// yebA
1764416_s_at	c3457 /// ECs3752 /// Z4218
1764417_at	ypjA
1764419_at	Z1540
1764420_at	c5176
1764422_s_at	ECs0865 /// ybhM /// ybhM
1764423_s_at	ECs3382 /// Z3783
1764424_at	ogrK
1764425_s_at	ECs4468 /// selA
1764426_s_at	ECs1230 /// Z1485
1764427_at	perR
1764428_s_at	ECs1879 /// goaG
1764429_s_at	ECs1833 /// trpB /// trpB
1764430_at	c0955
1764431_s_at	c4249
1764432_s_at	ECs0921 /// ybjG
1764433_s_at	ECs3436 /// rseC /// rseC
1764434_at	gltD
1764435_s_at	ECs3926 /// ygiC /// ygiC /// ygiC
1764436_s_at	ECs4118 /// yhdP /// yhdP /// Z4604
1764437_at	insB
1764438_s_at	araG /// araG
1764439_s_at	ECs0956 /// ltaE /// ybjU
1764441_s_at	ECs0303 /// Z0339
1764442_at	paaE
1764443_s_at	ECs2896 /// gatB /// gatB
1764444_s_at	c0446
1764445_s_at	ECs4622 /// Z5177
1764447_s_at	c3193
1764449_x_at	c0270 /// c1287
1764450_at	yddO
1764451_s_at	ECs0188 /// ldcC
1764452_at	fadE
1764453_s_at	ECs2061 /// Z2259
1764454_s_at	ECs0841 /// Z0979
1764455_s_at	ECs3647 /// gudD /// ygcX /// ygcX
1764457_s_at	ECs4068 /// murA
1764458_s_at	queF /// queF
1764459_at	yfjS
1764462_at	c4514
1764463_at	c0940
1764464_s_at	c5212
1764465_s_at	panF /// panF
1764466_s_at	ECs2472 /// sppA
1764467_s_at	ECs4101 /// sspB
1764468_s_at	lpxC /// lpxC
1764470_s_at	ECs0439 /// yaiA /// yaiA
1764471_s_at	crcA /// ECs0661 /// pagP
1764472_s_at	ECs1167
1764473_s_at	ECs1750 /// kch
1764474_at	c4999
1764475_s_at	ynbE /// ynbE
1764476_at	yfcU
1764477_at	rep
1764478_s_at	c4294
1764479_at	yciQ
1764480_s_at	aroK
1764481_s_at	ECs2587 /// yecT /// yecT
1764482_s_at	ECs4462 /// yiaV /// yiaV
1764483_s_at	ECs2449 /// spy /// spy
1764484_s_at	ECs1241 /// Z1494
1764485_at	c2432
1764487_s_at	ECs5232 /// rraB /// yjgD
1764488_s_at	ECs1742 /// ychE /// ychE
1764489_s_at	c1062
1764491_s_at	ECs4581 /// escT
1764492_at	Z2994
1764493_s_at	trmD /// trmD
1764494_at	hofB
1764496_s_at	ECs0607 /// Z0707
1764497_s_at	c3055 /// ECs3395 /// iscU /// Z3796
1764498_at	c0413
1764499_s_at	ECs4751 /// pldA /// pldA
1764500_at	sms
1764501_s_at	ydfD
1764502_s_at	ECs4624 /// yidP /// yidP
1764503_s_at	c2973 /// ECs3310 /// Z3704
1764504_s_at	yahB /// yahB /// Z0405
1764505_s_at	ECs5090 /// phnA /// phnA /// yjdM
1764506_s_at	c5421 /// ECs5305 /// Z5943m
1764507_at	c0036
1764508_s_at	ECs3488 /// Z3921
1764509_s_at	fadD /// fadD
1764510_at	ECs3512
1764511_s_at	ECs4451 /// xylH /// xylH /// xylH
1764512_s_at	ECs1304 /// Z1128 /// Z1567
1764513_s_at	ECs3906 /// ygiW /// ygiW
1764514_s_at	aroE /// ydiB
1764515_at	c5035
1764516_s_at	c1303
1764517_at	yadL
1764518_s_at	ECs0294 /// Z0330
1764519_s_at	ECs0142 /// yadM
1764520_s_at	ECs3043 /// galS /// galS
1764521_s_at	atpH /// atpH /// ECs4677
1764522_s_at	adiC /// ECs5097 /// yjdE
1764523_s_at	ECs3846 /// Z4315
1764524_s_at	Z2087
1764525_s_at	dnaG
1764526_s_at	ECs1207 /// ECs1391 /// ECs2931 /// ECs3492 /// yehQ
1764527_at	Z2560
1764528_at	yfcS
1764530_s_at	insF
1764531_s_at	thrS
1764532_s_at	ECs5530 /// yhdL /// yhdL
1764533_s_at	ECs3708 /// ygeG /// ygeG
1764534_s_at	ECs0268 /// phoE
1764535_s_at	ECs3829 /// yggU /// yggU
1764536_at	yaiS
1764537_s_at	ECs3361 /// purM
1764538_s_at	ECs1524 /// Z1345
1764539_at	ycaO
1764540_s_at	c1423 /// ECs2752 /// Z3116
1764541_at	Z3617
1764542_at	c0331
1764543_at	chuY
1764544_at	c4391
1764545_s_at	ECs0307 /// Z0344
1764547_at	c2497
1764548_s_at	ECs4400 /// yhjB /// yhjB /// yhjB
1764549_s_at	ECs5137 /// yjeM /// yjeM /// yjeM
1764550_s_at	ECs2848 /// wcaM
1764551_s_at	ECs1326 /// ureF /// ureF_2
1764552_s_at	ECs2210 /// Z2089
1764554_s_at	c4250
1764556_s_at	ECs3607 /// iap
1764557_s_at	ECs1678 /// umuD /// umuD
1764558_s_at	Z4773
1764559_s_at	ECs0062 /// rluA /// yabO
1764561_at	menD
1764562_s_at	ECs0408 /// mhpT /// mhpT
1764563_s_at	c4663
1764564_s_at	ECs2398 /// ydiN /// ydiN /// Z2719
1764565_at	c2439
1764566_at	c0957
1764567_s_at	katE /// katE
1764568_s_at	caiB /// caiB
1764569_at	gltS
1764570_s_at	yneL /// Z2199
1764571_s_at	ECs1432 /// htrB /// lpxL /// Z1690
1764572_s_at	c3749 /// ECs3900 /// ygiQ /// Z4370
1764573_s_at	ECs3049 /// yeiE /// yeiE
1764574_at	yciR
1764575_s_at	c4059
1764576_at	ECs5421
1764577_at	coxT
1764579_s_at	wzxE /// wzxE
1764581_s_at	aroP /// ECs0116
1764582_s_at	ECs1861 /// fabI /// fabI
1764583_s_at	ECs1621 /// Z1875
1764585_at	ychS
1764586_s_at	pyrB /// pyrB
1764587_s_at	ECs1821
1764589_s_at	ECs4750 /// yigI /// yigI
1764591_s_at	ECs1045 /// yccF /// yccF
1764592_s_at	ECs2467 /// gdhA /// gdhA
1764593_s_at	rnhA /// rnhA
1764594_s_at	ECs0893 /// ybiP /// ybiP /// ybiP
1764595_s_at	ECs4722 /// rffH
1764596_s_at	ECs1929 /// intR
1764597_at	c5161
1764598_at	c4761
1764599_s_at	ECs4761 /// udp
1764600_s_at	c2535
1764601_at	c3270
1764602_at	lnt
1764603_s_at	ECs2054 /// yncC /// Z2269
1764604_at	yfcB
1764605_s_at	ECs2163 /// ECs2946 /// ECs5445 /// Z2143 /// Z3081
1764606_s_at	c0345 /// c1207
1764607_s_at	glpQ /// glpQ
1764608_s_at	ECs1207 /// Z1466
1764609_at	c2450
1764610_s_at	ECs0546 /// Z0638
1764611_at	yddK
1764612_at	panF
1764613_s_at	glpC
1764614_at	c2459
1764617_s_at	cadA /// cadA /// ECs5113
1764618_s_at	ECs2901 /// yegT /// yegT /// yegT
1764621_at	ECs5228 /// yjgJ
1764622_s_at	ECs5020 /// malM
1764623_s_at	ECs4595 /// nlpA
1764625_s_at	ECs3655 /// ygdH /// ygdH
1764627_at	c0009
1764628_at	Z2983
1764630_s_at	ECs5042 /// yjcB /// yjcB
1764631_s_at	rffD /// wecC
1764632_s_at	btuD /// btuD /// ECs2416
1764633_at	yfiQ
1764634_at	ECs2281
1764635_s_at	csdA /// ECs3670 /// Z4127
1764637_s_at	ECs4787 /// yihA /// yihA
1764639_at	uvrA
1764640_at	iucA
1764641_s_at	ECs2850 /// wcaK
1764644_at	c0740
1764646_at	c4743
1764647_s_at	ECs5102 /// melB
1764648_s_at	c1760 /// ECs1862 /// Z2510
1764649_at	purL
1764651_at	ECs4536
1764653_at	prfH
1764655_s_at	ECs1026 /// ycbU /// Z1291
1764657_at	paaY
1764658_at	puuB
1764659_s_at	ECs3117 /// nrdA /// nrdA
1764660_s_at	c3827 /// ECs3955 /// ygjG
1764661_at	c3767
1764662_s_at	ECs5067 /// Z5684
1764663_s_at	c2949
1764664_at	ECs2799
1764665_s_at	ECs3560 /// srlB /// srlB
1764666_at	yjhH
1764667_s_at	ECs4605 /// uhpB /// uhpB
1764668_s_at	ECs0007 /// yaaJ /// yaaJ /// yaaJ
1764670_s_at	ECs2278 /// Z6072
1764675_at	gadY
1764676_at	ECs0239
1764677_s_at	ECs5278 /// fimG /// fimG /// fimG
1764678_at	glmZ
1764679_s_at	ubiC
1764680_s_at	ECs4203 /// yheS /// yheS
1764682_s_at	ubiD /// yigC
1764684_at	c3273
1764686_s_at	rluD /// rluD
1764688_at	Z1817
1764689_s_at	ECs4586 /// Z5138
1764693_at	rfaG
1764694_s_at	ECs2878 /// yegD /// yegD
1764696_s_at	ECs3678 /// ptr /// ptrA
1764697_s_at	ECs4800 /// yihQ
1764698_s_at	ECs1957 /// Z2384
1764699_s_at	ECs5057 /// nrfF /// nrfF
1764700_s_at	ECs3022 /// yohC /// yohC
1764702_s_at	dusB /// ECs4132 /// yhdG
1764703_s_at	ECs1586 /// Z1844
1764704_s_at	ECs3375 /// yfgM /// yfgM /// Z3776
1764705_at	eutR
1764706_at	c5349
1764707_s_at	ECs1902 /// tyrR
1764708_s_at	ECs5294 /// yjiK
1764710_s_at	ECs4158 /// yhdN /// yhdN
1764711_at	yhfW
1764712_s_at	ECs3596 /// nlpD /// nlpD
1764713_s_at	c4375 /// ECs4440 /// yiaG /// yiaG
1764714_s_at	btuE /// btuE /// ECs2417
1764715_s_at	ECs3521 /// ygaF /// ygaF
1764716_at	c3337
1764717_s_at	ECs2482 /// ydjI /// ydjI /// Z2811
1764718_s_at	ECs1378 /// Z1196 /// Z1636
1764719_s_at	ECs3017 /// yehY
1764720_at	dcp
1764721_s_at	acrF /// acrF /// acrF_2
1764722_at	c2392
1764723_s_at	prpD
1764724_s_at	ECs0097 /// ftsQ /// ftsQ
1764725_s_at	ECs0952 /// ybjQ /// ybjQ /// Z1099
1764726_s_at	nikC /// nikC
1764727_s_at	ECs5168 /// ulaG /// yjfR
1764730_s_at	ECs4557 /// sepL
1764731_s_at	ECs3337 /// ypfJ /// ypfJ /// Z3734
1764732_at	yegB
1764733_s_at	ECs2042 /// ydcQ /// Z2281
1764734_s_at	ECs3616 /// Z4071
1764735_at	ybgA
1764736_at	c1504
1764737_s_at	ECs2540 /// prc /// prc
1764738_at	c0361
1764739_s_at	ECs3383 /// Z3784
1764740_s_at	arp /// ECs4935
1764741_s_at	aroE /// aroE
1764742_s_at	ECs4122 /// mreC
1764743_s_at	ECs2910 /// Z3272
1764744_s_at	c4572
1764745_at	yqjG
1764746_s_at	ybfM /// ybfM /// Z0828
1764747_s_at	dhaK /// ECs1705 /// ycgT /// Z1971
1764750_s_at	ECs0679 /// rlpB
1764751_at	yjfR
1764752_s_at	ECs0369 /// yahF /// yahF
1764753_x_at	c3362
1764754_s_at	ECs0453 /// malZ
1764755_at	c4745
1764756_s_at	ECs1333 /// Z1155 /// Z1594
1764757_s_at	celA /// chbB /// ECs2444
1764758_at	ygcJ
1764759_at	gabT
1764760_s_at	Z1189 /// Z1628
1764761_s_at	hokA /// Z4982
1764762_s_at	ECs2529 /// manZ /// manZ
1764763_at	kpsC
1764764_at	c0184
1764765_s_at	c2645
1764766_s_at	ECs1928 /// ttcA /// ydaO
1764767_s_at	ECs0058 /// surA /// surA
1764768_s_at	ECs5289 /// kptA /// Z5930
1764769_at	ryeC
1764770_s_at	ECs1487 /// ndh /// ndh
1764771_s_at	ECs1009 /// ycbK /// ycbK
1764773_at	c2420
1764774_s_at	ECs5082 /// phnI
1764775_s_at	ECs3815 /// yqgB /// yqgB
1764776_s_at	ECs4027 /// yraL /// yraL
1764777_s_at	c1317 /// ECs1429 /// msyB /// msyB
1764778_at	ECs4974
1764779_at	ydeK
1764780_at	c0282
1764782_at	c5350
1764785_at	cysP
1764786_s_at	ECs2342 /// nth /// nth
1764787_s_at	c5375 /// c5376
1764788_s_at	ECs4365 /// pitA /// pitA /// pitA
1764790_at	ybjP
1764791_s_at	ECs5196 /// ytfL /// ytfL /// ytfL
1764792_s_at	ECs4034 /// yhbO /// yhbO
1764793_at	wbbI
1764794_s_at	rplO /// rplO
1764795_s_at	dsbC /// dsbC /// ECs3765
1764796_s_at	ECs1546 /// Z1808
1764797_at	c0335
1764798_s_at	ECs4574 /// Z5125
1764799_s_at	ECs5324 /// yjjP /// yjjP /// yjjP
1764800_s_at	ECs1264 /// efeO /// ycdO
1764801_at	yieG
1764802_at	Z3026
1764803_s_at	ECs1286 /// Z1546
1764804_s_at	ECs4664 /// pstS
1764805_s_at	aqpZ /// aqpZ /// ECs0961
1764806_s_at	ECs2837 /// wbdQ
1764807_s_at	ECs1994 /// ECs2156 /// Z2149 /// Z2339
1764808_s_at	ECs1526
1764809_s_at	ECs4827 /// Z5444
1764810_s_at	ECs4794 /// yihL /// yihL /// yihL
1764811_s_at	dadX /// dadX
1764812_s_at	nhoA /// Z2249
1764813_s_at	ECs4245 /// pck /// pckA
1764814_s_at	ECs0125 /// speE /// speE
1764815_at	ECs4951
1764817_at	nanT
1764818_s_at	agaS /// agaS /// agaS /// ECs4016
1764819_s_at	c4909
1764820_s_at	ECs0923 /// ybjH /// ybjH
1764822_s_at	argG /// argG /// ECs4052
1764824_at	ECs1527
1764825_at	c0263
1764826_s_at	tatE /// tatE
1764827_s_at	ECs5250 /// Z5886
1764829_s_at	emrE /// emrE
1764830_at	ulaA
1764832_s_at	ECs3029 /// Z3392
1764833_s_at	dgt /// dgt
1764834_s_at	ECs2294 /// ynfF /// ynfF /// Z2576
1764835_s_at	ECs4584 /// Z5136
1764837_s_at	ECs2379 /// ydhW /// ydhW /// Z2700
1764838_s_at	c3510 /// ECs3803 /// Z4271
1764839_s_at	ccmF /// ccmF /// ccmF /// ECs3085
1764840_s_at	ECs1578 /// Z1840
1764841_s_at	c3629
1764842_at	c4898
1764843_at	c1171
1764844_at	yhgE
1764845_s_at	phnP
1764847_at	c3562
1764849_at	yhfS
1764850_at	c0882
1764851_s_at	cheY /// cheY /// ECs2592
1764853_s_at	Z0110
1764854_s_at	ECs0025 /// Z0025
1764855_s_at	Z1919
1764857_s_at	ECs0620 /// ECs0621 /// hokE /// Z0721 /// Z0722
1764858_s_at	ECs0572 /// ybbW /// ybbW /// Z0665
1764859_s_at	rihB
1764860_at	c5023
1764861_s_at	ECs2632 /// Z2977
1764862_s_at	ECs0341 /// ykgI /// ykgI
1764863_s_at	ECs1148 /// torS
1764864_s_at	ureE
1764865_at	ybiL
1764866_s_at	ECs0683 /// ybeR
1764867_at	ECs5542
1764868_s_at	ECs1534
1764869_s_at	antP /// antU /// antV /// ECs1214 /// ECs1533 /// ECs1785 /// ECs1965 /// ECs2185 /// ECs2258 /// ECs2967 /// Z1353 /// Z1471
1764870_s_at	ECs0804 /// Z0948
1764871_s_at	clpB /// ECs3455
1764873_s_at	ECs4241 /// yrfG /// yrfG /// yrfG
1764874_s_at	ECs2373 /// ydhQ /// ydhQ /// Z2691
1764875_at	kpsT
